Name,Symbol
Aspirational Consumer Lifestyle Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant,ASPL.U
Aspirational Consumer Lifestyle Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,ASPL.WS
Aspen Aerogels Inc. Common Stock,ASPN
Altisource Portfolio Solutions S.A. Common Stock,ASPS
Aspen Group Inc. Common Stock,ASPU
Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,ASR
Assertio Holdings Inc. Common Stock ,ASRT
AmeriServ Financial Inc. Common Stock,ASRV
AmeriServ Financial Inc. AmeriServ Financial Trust I - 8.45% Beneficial Unsecured Securities Series A,ASRVP
Astrotech Corporation (DE) Common Stock,ASTC
Astec Industries Inc. Common Stock,ASTE
Asure Software Inc Common Stock,ASUR
ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,ASX
Amtech Systems Inc. Common Stock,ASYS
Atlantic Power Corporation Ordinary Shares (Canada),AT
Altimar Acquisition Corporation Units each consisting of one Class A ordinary share and one-third of one redeemable warrant,ATAC.U
America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests,ATAX
Atlas Corp. Common Shares,ATCO
Atlas Corp.,ATCO.PRD
Atlas Corp.,ATCO.PRE
Atlas Corp.,ATCO.PRG
Atlas Corp.,ATCO.PRH
Atlas Corp.,ATCO.PRI
Atlas Technical Consultants Inc. Class A Common Stock,ATCX
Alphatec Holdings Inc. Common Stock,ATEC
A10 Networks Inc. Common Stock,ATEN
Anterix Inc. Common Stock,ATEX
Adtalem Global Education Inc. Common Stock,ATGE
Athene Holding Ltd. Class A Common Shares,ATH
Athene Holding Ltd.,ATH.PRA
Athene Holding Ltd.,ATH.PRB
Athene Holding Ltd.,ATH.PRC
Athira Pharma Inc. Common Stock,ATHA
Alterity Therapeutics Limited American Depositary Shares,ATHE
Autohome Inc. American Depositary Shares each representing one class A ordinary share.,ATHM
Athersys Inc. Common Stock,ATHX
Allegheny Technologies Incorporated Common Stock,ATI
ATIF Holdings Limited Ordinary Shares,ATIF
Atkore International Group Inc. Common Stock,ATKR
Atlanticus Holdings Corporation Common Stock,ATLC
Ames National Corporation Common Stock,ATLO
180 Life Sciences Corp. Common Stock,ATNF
180 Life Sciences Corp. Warrant,ATNFW
ATN International Inc. Common Stock,ATNI
Actinium Pharmaceuticals Inc. (Delaware) Common Stock,ATNM
Athenex Inc. Common Stock,ATNX
Atmos Energy Corporation Common Stock,ATO
Atomera Incorporated Common Stock,ATOM
Atossa Therapeutics Inc. Common Stock,ATOS
AptarGroup Inc. Common Stock,ATR
Atara Biotherapeutics Inc. Common Stock,ATRA
AtriCure Inc. Common Stock,ATRC
Atrion Corporation Common Stock,ATRI
Astronics Corporation Common Stock,ATRO
Antares Pharma Inc. Common Stock,ATRS
Air Transport Services Group Inc,ATSG
Atento S.A. Ordinary Shares,ATTO
Altice USA Inc. Class A Common Stock,ATUS
Acorn International Inc. ADS,ATV
Activision Blizzard Inc. Common Stock,ATVI
Avenue Therapeutics Inc. Common Stock,ATXI
AngloGold Ashanti Limited Common Stock,AU
Atlantic Union Bankshares Corporation Common Stock,AUB
Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,AUBAP
Auburn National Bancorporation Inc. Common Stock,AUBN
AudioCodes Ltd. Common Stock,AUDC
TrueShares Structured Outcome (August) ETF,AUGZ
Golden Minerals Company Common Stock,AUMN
Aurinia Pharmaceuticals Inc Ordinary Shares,AUPH
Autolus Therapeutics plc American Depositary Share,AUTL
AutoWeb Inc. Common Stock,AUTO
Auddia Inc. Common Stock,AUUD
Auddia Inc. Warrants,AUUDW
Applied UV Inc. Common Stock,AUVI
Yamana Gold Inc. Ordinary Shares (Canada),AUY
Avista Corporation Common Stock,AVA
Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),AVAL
Avanti Acquisition Corp. Class A Ordinary Shares,AVAN
Avanti Acquisition Corp. Units each consisting of one Class A ordinary share and redeemable warrant,AVAN.U
Avanti Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,AVAN.WS
AeroVironment Inc. Common Stock,AVAV
AvalonBay Communities Inc. Common Stock,AVB
Avalon GloboCare Corp. Common Stock,AVCO
American Virtual Cloud Technologies Inc. Common Stock ,AVCT
American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025,AVCTW
American Vanguard Corporation Common Stock ($0.10 Par Value),AVD
Avadel Pharmaceuticals plc American Depositary Shares,AVDL
AVEO Pharmaceuticals Inc. Common Stock,AVEO
Broadcom Inc. Common Stock,AVGO
Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A,AVGOP
Avinger Inc. Common Stock,AVGR
Avid Technology Inc. Common Stock,AVID
Atea Pharmaceuticals Inc. Common Stock,AVIR
Advent Convertible and Income Fund,AVK
Avalara Inc. Common Stock,AVLR
Avanos Medical Inc. Common Stock,AVNS
Avient Corporation Common Stock,AVNT
Aviat Networks Inc. Common Stock,AVNW
Mission Produce Inc. Common Stock,AVO
AVROBIO Inc. Common Stock,AVRO
Avnet Inc. Common Stock,AVT
Avantor Inc. Common Stock,AVTR
Avantor Inc.,AVTR.PRA
Anavex Life Sciences Corp. Common Stock,AVXL
Avery Dennison Corporation Common Stock,AVY
Avaya Holdings Corp. Common Stock,AVYA
Alliancebernstein Global High Income Fund,AWF
Aspira Women's Health Inc. Common Stock,AWH
Armstrong World Industries Inc Common Stock,AWI
American Water Works Company Inc. Common Stock,AWK
Aberdeen Global Premier Properties Fund Common Shares of Beneficial Interest,AWP
American States Water Company Common Stock,AWR
Aware Inc. Common Stock,AWRE
Avalon Holdings Corporation Common Stock,AWX
Axos Financial Inc. Common Stock,AX
Abraxas Petroleum Corporation Common Stock,AXAS
Accelerate Diagnostics Inc. Common Stock,AXDX
Axogen Inc. Common Stock,AXGN
American Axle & Manufacturing Holdings Inc. Common Stock,AXL
Axcella Health Inc. Common Stock,AXLA
Axonics Modulation Technologies Inc. Common Stock,AXNX
Axos Financial Inc. 6.25% Subordinated Notes Due 2026,AXO
American Express Company Common Stock,AXP
AMREP Corporation Common Stock,AXR
Axis Capital Holdings Limited Common Stock,AXS
Axis Capital Holdings Limited,AXS.PRE
Axsome Therapeutics Inc. Common Stock,AXSM
Axalta Coating Systems Ltd. Common Shares,AXTA
AXT Inc Common Stock,AXTI
Alexco Resource Corp Common Shares (Canada),AXU
Atlantica Sustainable Infrastructure plc Ordinary Shares,AY
Acuity Brands Inc. ,AYI
Ayala Pharmaceuticals Inc. Common Stock,AYLA
AYRO Inc. Common Stock,AYRO
Aytu BioScience Inc. Common Stock,AYTU
Aytu BioScience Inc.,AYTUP
Alteryx Inc. Class A Common Stock,AYX
The AZEK Company Inc. Class A Common Stock,AZEK
AstraZeneca PLC American Depositary Shares,AZN
AutoZone Inc. Common Stock,AZO
Aspen Technology Inc. Common Stock,AZPN
Azure Power Global Limited Equity Shares,AZRE
AzurRx BioPharma Inc. Common Stock,AZRX
Azul S.A. American Depositary Shares (each representing three preferred shares),AZUL
Aziyo Biologics Inc. Class A Common Stock,AZYO
AZZ Inc.,AZZ
Barnes Group Inc. Common Stock,B
Boeing Company (The) Common Stock,BA
Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,BABA
Bank of America Corporation Common Stock,BAC
Bank of America Corporation,BAC.PRA
Bank of America Corporation,BAC.PRB
Bank of America Corporation,BAC.PRC
Bank of America Corporation,BAC.PRE
Bank of America Corporation,BAC.PRK
Bank of America Corporation,BAC.PRL
Bank of America Corporation,BAC.PRM
Bank of America Corporation,BAC.PRN
Bank of America Corporation,BAC.PRO
BlackRock Municipal Income Investment Quality Trust,BAF
Booz Allen Hamilton Holding Corporation Common Stock,BAH
Braskem SA ADR,BAK
Bally's Corporation Common Stock,BALY
Brookfield Asset Management Inc. Common Stock,BAM
Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,BAMH
Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,BAMI
Banc of California Inc. Common Stock,BANC
Banc of California Inc.,BANC.PRD
Banc of California Inc.,BANC.PRE
Bandwidth Inc. Class A Common Stock,BAND
BancFirst Corporation Common Stock,BANF
BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,BANFP
Banner Corporation Common Stock,BANR
StoneCastle Financial Corp Common Stock,BANX
Credicorp Ltd. Common Stock,BAP
Bioanalytical Systems Inc. Common Stock,BASI
Battalion Oil Corporation Common Stock,BATL
Liberty Media Corporation Series A Liberty Braves Common Stock,BATRA
Liberty Media Corporation Series C Liberty Braves Common Stock,BATRK
Baxter International Inc. Common Stock,BAX
BlackBerry Limited Common Stock,BB
Banco BBVA Argentina S.A. ADS,BBAR
Bed Bath & Beyond Inc. Common Stock,BBBY
Concrete Pumping Holdings Inc. Common Stock,BBCP
Banco Bradesco Sa American Depositary Shares,BBD
Barings BDC Inc. Common Stock,BBDC
Banco Bradesco Sa American Depositary Shares (each representing one Common Share),BBDO
BlackRock Municipal Income Investment Trust,BBF
Beasley Broadcast Group Inc. Class A Common Stock,BBGI
Brickell Biotech Inc. Common Stock,BBI
Vinco Ventures Inc. Common Stock,BBIG
BridgeBio Pharma Inc. Common Stock,BBIO
Blackrock Municipal Bond Trust,BBK
BHP Group PlcSponsored ADR,BBL
BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,BBN
BBQ Holdings Inc. Common Stock,BBQ
Braeburn Pharmaceuticals Inc.,BBRX
Barrett Business Services Inc. Common Stock,BBSI
Brookfield Business Partners L.P. Limited Partnership Units ,BBU
Banco Bilbao Vizcaya Argentaria S.A. Common Stock,BBVA
Build-A-Bear Workshop Inc. Common Stock,BBW
Best Buy Co. Inc. Common Stock,BBY
Brunswick Corporation Common Stock,BC
Brunswick Corporation,BC.PRA
Brunswick Corporation,BC.PRB
Brunswick Corporation,BC.PRC
Brookline Capital Acquisition Corp.,BCAC
Brookline Capital Acquisition Corp. Units,BCACU
Brookline Capital Acquisition Corp.,BCACW
BlackRock Capital Allocation Trust Common Shares of Beneficial Interest,BCAT
BCB Bancorp Inc. (NJ) Common Stock,BCBP
Boise Cascade L.L.C. Common Stock,BCC
BioCardia Inc. Common Stock,BCDA
BioCardia Inc. Warrant,BCDAW
BCE Inc. Common Stock,BCE
Bonanza Creek Energy Inc. Common Stock,BCEI
Atreca Inc. Class A Common Stock,BCEL
Banco De Chile Banco De Chile ADS,BCH
Brainstorm Cell Therapeutics Inc. Common Stock,BCLI
BayCom Corp Common Stock,BCML
Brinks Company (The) Common Stock,BCO
Blucora Inc. Common Stock,BCOR
Brightcove Inc. Common Stock,BCOV
1895 Bancorp of Wisconsin Inc. Common Stock,BCOW
Balchem Corporation Common Stock,BCPC
BioCryst Pharmaceuticals Inc. Common Stock,BCRX
Barclays PLC Common Stock,BCS
Bain Capital Specialty Finance Inc. Common Stock,BCSF
BCTG Acquisition Corp. Common Stock,BCTG
BriaCell Therapeutics Corp.,BCTX
BriaCell Therapeutics Corp.,BCTXW
Bancroft Fund Ltd.,BCV
Bancroft Fund Limited,BCV.PRA
BlackRock Resources Common Shares of Beneficial Interest,BCX
Bicycle Therapeutics plc American Depositary Shares,BCYC
Belden Inc Common Stock,BDC
Bridge Bancorp Inc. Common Stock,BDGE
Blackrock Enhanced Equity Dividend Trust,BDJ
Flanigan's Enterprises Inc. Common Stock,BDL
Brandywine Realty Trust Common Stock,BDN
Blonder Tongue Laboratories Inc. Common Stock,BDR
BioDelivery Sciences International Inc. Common Stock,BDSI
Biodesix Inc. Common Stock,BDSX
Black Diamond Therapeutics Inc. Common Stock,BDTX
Becton Dickinson and Company Common Stock,BDX
Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock Series B,BDXB
Bloom Energy Corporation Class A Common Stock,BE
Beam Therapeutics Inc. Common Stock,BEAM
BioTelemetry Inc. Common Stock,BEAT
Beacon Roofing Supply Inc. Common Stock,BECN
Bright Scholar Education Holdings Limited American Depositary Shares each  representing one Class A Ordinary Share,BEDU
Beam Global Common Stock,BEEM
Beam Global Warrant,BEEMW
KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),BEKE
Bel Fuse Inc. Class A Common Stock,BELFA
Bel Fuse Inc. Class B Common Stock,BELFB
Franklin Resources Inc. Common Stock,BEN
Brookfield Renewable Partners L.P. ,BEP
Brookfield Renewable Partners L.P.,BEP.PRA
Brookfield Renewable Corporation Class A Subordinate Voting Shares ,BEPC
Berry Global Group Inc. Common Stock,BERY
BEST Inc. American Depositary Shares each representing one Class A Ordinary Share,BEST
Brown Forman Corporation,BF/A
Brown Forman Corporation,BF/B
Bright Horizons Family Solutions Inc. Common Stock,BFAM
Bank First Corporation Common Stock,BFC
BankFinancial Corporation Common Stock,BFIN
BlackRock Municipal Income Trust,BFK
Blackrock Florida Municipal 2020 Term Trust,BFO
Biofrontera AG American Depositary Shares,BFRA
Saul Centers Inc. Common Stock,BFS
Saul Centers Inc.,BFS.PRD
Saul Centers Inc.,BFS.PRE
Business First Bancshares Inc. Common Stock,BFST
Foley Trasimene Acquisition Corp. II Class A Common Stock,BFT
Foley Trasimene Acquisition Corp. II Units each consisting of one share of Class A common stock and one-third of one warrant,BFT.U
Foley Trasimene Acquisition Corp. II Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share,BFT.WS
BlackRock New York Municipal Income Trust II,BFY
BlackRock California Municipal Income Trust,BFZ
Bunge Limited Bunge Limited,BG
Blackstone / GSO Strategic Credit Fund Common Shares,BGB
BGC Partners Inc Class A Common Stock,BGCP
Big 5 Sporting Goods Corporation Common Stock,BGFV
Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,BGH
Birks Group Inc. Common Stock,BGI
BlackRock 2022 Global Income Opportunity Trust Common Shares of Beneficial Interest,BGIO
BeiGene Ltd. American Depositary Shares,BGNE
BlackRock Energy and Resources Trust,BGR
B&G Foods Inc. B&G Foods Inc. Common Stock,BGS
BG Staffing Inc Common Stock,BGSF
BlackRock Floating Rate Income Trust,BGT
Blackstone GSO Long Short Credit Income Fund Common Shares,BGX
Blackrock Enhanced International Dividend Trust,BGY
Biglari Holdings Inc. Class B Common Stock,BH
Biglari Holdings Inc. Class A Common Stock,BH.A
Blue Hat Interactive Entertainment Technology Ordinary Shares,BHAT
Bar Harbor Bankshares Inc. Common Stock,BHB
Bausch Health Companies Inc. Common Stock,BHC
Benchmark Electronics Inc. Common Stock,BHE
Brighthouse Financial Inc. Common Stock,BHF
Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,BHFAL
Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,BHFAN
Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,BHFAO
Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,BHFAP
Blackrock Core Bond Trust Blackrock Core Bond Trust,BHK
Berkshire Hills Bancorp Inc. Common Stock,BHLB
BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),BHP
Braemar Hotels & Resorts Inc. Common Stock,BHR
Braemar Hotels & Resorts Inc.,BHR.PRB
Braemar Hotels & Resorts Inc.,BHR.PRD
Bull Horn Holdings Corp. Unit,BHSEU
BioHiTech Global Inc. Common Stock,BHTG
BlackRock Virginia Municipal Bond Trust,BHV
Biohaven Pharmaceutical Holding Company Ltd. Common Shares,BHVN
Baidu Inc. ADS,BIDU
Boulder Growth & Income Fund Inc.,BIF
Big Lots Inc. Common Stock,BIG
BigCommerce Holdings Inc. Series 1 Common Stock,BIGC
Biogen Inc. Common Stock,BIIB
Bilibili Inc. American Depositary Shares,BILI
Bill.com Holdings Inc. Common Stock,BILL
BOQI International Medical Inc. Common Stock,BIMI
Bio-Rad Laboratories Inc. Class A Common Stock,BIO
Bio-Rad Laboratories Inc.,BIO/B
Biocept Inc. Common Stock,BIOC
Biolase Inc. Common Stock,BIOL
Bioceres Crop Solutions Corp. Ordinary Shares,BIOX
Brookfield Infrastructure Partners LP Limited Partnership Units,BIP
Brookfield Infrastructure Partners LP,BIP.PRA
Brookfield Infrastructure Partners LP Class A Subordinate Voting Shares ,BIPC
BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,BIT
BioVie Inc. Class A Common Stock,BIVI
BJ's Wholesale Club Holdings Inc. Common Stock,BJ
BJ's Restaurants Inc. Common Stock,BJRI
The Bank of New York Mellon Corporation Common Stock,BK
The Bank Of New York Mellon Corporation ,BK.PRC
BlackRock Capital Investment Corporation Common Stock,BKCC
Brookdale Senior Living Inc. Common Stock,BKD
Buckle Inc. (The) Common Stock,BKE
Blueknight Energy Partners L.P. Common Units,BKEP
Blueknight Energy Partners L.P. L.L.C. Series A Preferred Units,BKEPP
Black Hills Corporation Common Stock,BKH
Black Knight Inc. Common Stock ,BKI
Blackrock Municipal 2020 Term Trust,BKK
BlackRock Investment Quality Municipal Trust Inc. (The),BKN
Booking Holdings Inc. Common Stock,BKNG
Baker Hughes Company Class A Common Stock,BKR
Bank of South Carolina Corp. Common Stock,BKSC
BlackRock Income Trust Inc. (The),BKT
BK Technologies Corporation Common Stock,BKTI
BankUnited Inc. Common Stock,BKU
BIO-key International Inc. Common Stock,BKYI
BlackLine Inc. Common Stock,BL
Blue Bird Corporation Common Stock,BLBD
Bellicum Pharmaceuticals Inc. Common Stock,BLCM
BlueCity Holdings Limited American Depositary Shares,BLCT
TopBuild Corp. Common Stock,BLD
Cambria Global Real Estate ETF,BLDG
Ballard Power Systems Inc. Common Shares,BLDP
Builders FirstSource Inc. Common Stock,BLDR
BlackRock Municipal Income Trust II,BLE
BioLife Solutions Inc. Common Stock,BLFS
Berkeley Lights Inc. Common Stock,BLI
Bridgeline Digital Inc. Common Stock,BLIN
BlackRock Inc. Common Stock,BLK
Blackbaud Inc. Common Stock,BLKB
Ball Corporation Common Stock,BLL
Bloomin' Brands Inc. Common Stock,BLMN
